title| total_time |yields|ingredients|instructions|calories|nutrients|category
Easy Baked Ham Steaks|40|2 servings|['1 cup water, or more as needed', '3 tablespoons brown sugar', '2 tablespoons Worcestershire sauce', '5 whole cloves', '2 slices ham steak']|Preheat the oven to 375 degrees F (190 degrees C).Mix water, brown sugar, Worcestershire sauce, and cloves in a baking dish. Arrange ham steaks in baking dish, coating with sugar mixture. Add more water as needed to cover ham.Bake in the preheated oven until ham is tender, 35 to 45 minutes.|202 kcal|{'calories': '202 kcal', 'carbohydrateContent': '25 g', 'cholesterolContent': '38 mg', 'fiberContent': '1 g', 'proteinContent': '17 g', 'saturatedFatContent': '1 g', 'sodiumContent': '1261 mg', 'sugarContent': '22 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}|Dinner
Mississippi Roast (Slow Cooker Pepperoncini Pot Roast)|490|6 servings|['1 (4 pound) beef chuck roast', '¼ cup butter', '5 pepperoncini peppers', '1 (1 ounce) packet ranch dressing mix', '1 (1 ounce) packet dry au jus mix']|Place roast in a slow cooker. Form a pocket in the top of the roast and place butter, pepperoncini peppers, ranch dressing mix, and au jus mix in the pocket.Cook on Low for 8 hours.|537 kcal|{'calories': '537 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '151 mg', 'fiberContent': '0 g', 'proteinContent': '37 g', 'saturatedFatContent': '17 g', 'sodiumContent': '1479 mg', 'fatContent': '39 g', 'unsaturatedFatContent': '0 g'}|Dinner
Easy Breaded Shrimp|25|8 servings|['1 quart vegetable oil for frying', '4 cups shrimp, peeled and deveined', '1 large egg, beaten', '2 cups dry bread crumbs']|Heat oil in a deep fryer or large saucepan to 350 degrees F (175 degrees C).Working one at a time, dip shrimp into beaten egg, allowing any excess egg to drip back into the bowl. Press into bread crumbs to coat both sides. Place the breaded shrimp, unstacked, onto a plate. Repeat with remaining shrimp.Lower breaded shrimp carefully into preheated oil in batches. Fry until crispy and golden brown, about 4 to 5 minutes. Transfer to a paper towel-lined plate to drain. Repeat with remaining breaded shrimp.|281 kcal|{'calories': '281 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '121 mg', 'fiberContent': '1 g', 'proteinContent': '17 g', 'saturatedFatContent': '2 g', 'sodiumContent': '301 mg', 'sugarContent': '2 g', 'fatContent': '14 g', 'unsaturatedFatContent': '0 g'}|Dinner
Kielbasa with Peppers and Potatoes|40|6 servings|['1 tablespoon vegetable oil', '1 (16 ounce) package smoked kielbasa sausage, diced', '6 medium red potatoes, diced', '1 red bell pepper, sliced', '1 yellow bell pepper, sliced']|Gather the ingredients.Heat oil in a pan over medium heat. Place kielbasa and potatoes in the pan. Cover and cook, stirring occasionally, until potatoes are tender, about 25 minutes.Mix bell peppers into the pan, and continue cooking until peppers are just tender, 5 minutes.|404 kcal|{'calories': '404 kcal', 'carbohydrateContent': '36 g', 'cholesterolContent': '50 mg', 'fiberContent': '4 g', 'proteinContent': '13 g', 'saturatedFatContent': '7 g', 'sodiumContent': '697 mg', 'sugarContent': '3 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}|Dinner
Simple Chicken Mayo with Parmesan and Bread Crumbs|30|2 servings|['2 skinless, boneless chicken breasts', '2 ½ tablespoons grated Parmesan cheese', '2 tablespoons mayonnaise, or more to taste', '2 tablespoons bread crumbs, or more to taste', '1 ½ teaspoons herbes de Provence']|Preheat the oven to 425 degrees F (220 degrees C). Place chicken breasts in a baking pan.Mix Parmesan cheese and mayonnaise together in a bowl until well combined; spread evenly over chicken breasts. Coat with bread crumbs and sprinkle with herbes de Provence.Bake in the preheated oven until chicken breasts are no longer pink in the center and the juices run clear, 20 to 25 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).|272 kcal|{'calories': '272 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '72 mg', 'fiberContent': '0 g', 'proteinContent': '26 g', 'saturatedFatContent': '4 g', 'sodiumContent': '273 mg', 'sugarContent': '1 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}|Dinner
Slow Cooker Chicken Tacos|370|8 servings|['1 cup chicken broth', '3 tablespoons taco seasoning mix', '1 pound skinless, boneless chicken breasts']|Gather all ingredients.Combine chicken broth and taco seasoning mix in a bowl.Place chicken in a slow cooker. Pour chicken broth mixture over chicken.Cook on Low for 6 to 8 hours. Shred chicken.|71 kcal|{'calories': '71 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '30 mg', 'proteinContent': '11 g', 'saturatedFatContent': '0 g', 'sodiumContent': '415 mg', 'sugarContent': '1 g', 'fatContent': '1 g', 'unsaturatedFatContent': '0 g'}|Dinner
Smoked Chicken Drumsticks|610|12 servings|['12 chicken drumsticks', '¼ cup vegetable oil, or as needed', '⅓ cup BBQ rub']|Place drumsticks on a rack over a drip tray or baking sheet. Air-dry in the refrigerator, 8 hours to overnight.Preheat an electric smoker to 275 degrees F (135 degrees C) and add wood chips according to manufacturer's instructions.Brush drumsticks lightly with vegetable oil. Place drumsticks in a resealable plastic bag and sprinkle with the rub. Toss to coat evenly.Place drumsticks on the rack in the smoker. Smoke until chicken has reached an internal temperature of 165 degrees F (74 degrees C), about 2 hours.|165 kcal|{'calories': '165 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '62 mg', 'fiberContent': '0 g', 'proteinContent': '20 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1280 mg', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}|Dinner
How to Cook Trout|25|2 servings|['¼ cup butter', '2 (8 ounce) whole trout, butterflied and deboned', 'salt and freshly ground black pepper to taste', '2 tablespoons freshly squeezed lemon juice', '2 tablespoons chopped fresh flat-leaf parsley']|Melt butter in a saucepan over medium-low heat until butter smells toasted and is golden brown, about 1 minute. Turn off heat.Line a baking sheet with a piece of aluminum foil. Place trout onto foil; open trout so skin sides are down. Drizzle each trout with about 1/2 teaspoon melted butter. Generously season with salt and black pepper.Move an oven rack to 5 or 6 inches below the heat source and preheat the oven's broiler on high heat.Broil trout until opaque and barely firm to the touch, 2 or 3 minutes. Remove from oven.Return pan of remaining melted butter over high heat; stir in lemon juice and parsley. Bring butter sauce to a boil; whisk to combine.Serve trout on plates and drizzle with butter sauce.|470 kcal|{'calories': '470 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '181 mg', 'fiberContent': '0 g', 'proteinContent': '40 g', 'saturatedFatContent': '17 g', 'sodiumContent': '263 mg', 'sugarContent': '0 g', 'fatContent': '33 g', 'unsaturatedFatContent': '0 g'}|Dinner
Easy Tuna Casserole|45|8 servings|['3 cups cooked macaroni', '1 (5 ounce) can tuna, drained', '1 (10.5 ounce) can condensed cream of chicken soup', '1 cup shredded Cheddar cheese', '1 ½ cups French fried onions']|Preheat the oven to 350 degrees F (175 degrees C).Combine cooked macaroni, tuna, and condensed soup together in a 9x13-inch baking dish; sprinkle with cheese.Bake in the preheated oven until bubbly, about 25 minutes. Sprinkle with fried onions; bake 5 minutes more.|462 kcal|{'calories': '462 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '23 mg', 'fiberContent': '1 g', 'proteinContent': '12 g', 'saturatedFatContent': '10 g', 'sodiumContent': '706 mg', 'sugarContent': '1 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}|Dinner
Mayo Chicken|85|6 servings|['1 whole chicken, cut into 6 pieces', '1 cup mayonnaise', '2 cloves garlic, crushed', '1 tablespoon finely chopped fresh rosemary', '1 teaspoon salt', 'freshly ground black pepper to taste', '½ cup grated Parmesan cheese']|Preheat the oven to 350 degrees F (175 degrees C).Place chicken pieces into a 9x13-inch baking dish. Stir together mayonnaise, garlic, rosemary, salt, and black pepper in a bowl. Spread mayonnaise mixture over chicken; top with Parmesan cheese.Bake in the preheated oven until no longer pink in the center and the juices run clear, about 1 hour and 10 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).|579 kcal|{'calories': '579 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '117 mg', 'fiberContent': '0 g', 'proteinContent': '34 g', 'saturatedFatContent': '10 g', 'sodiumContent': '791 mg', 'sugarContent': '1 g', 'fatContent': '48 g', 'unsaturatedFatContent': '0 g'}|Dinner
Maple and Brown Sugar Oatmeal|10|1 serving|['1 ½ cups water', '¾ cup quick-cooking oats', '1 tablespoon packed dark brown sugar', '1 tablespoon maple syrup']|Gather all ingredients.Bring water to a boil in a small pot. Add oats and cook, stirring, for 1 minute.Remove from heat and stir in brown sugar and maple syrup. Let sit until desired thickness is reached, 2 to 3 minutes.|334 kcal|{'calories': '334 kcal', 'carbohydrateContent': '68 g', 'fiberContent': '6 g', 'proteinContent': '8 g', 'saturatedFatContent': '1 g', 'sodiumContent': '20 mg', 'sugarContent': '26 g', 'fatContent': '4 g', 'unsaturatedFatContent': '0 g'}|Breakfast
Parchment Baked Salmon|40|2 servings|['1 (8 ounce) salmon fillet', 'salt and ground black pepper to taste', '¼ cup chopped basil leaves', 'olive oil cooking spray', '1 lemon, thinly sliced']|Preheat the oven to 400 degrees F (200 degrees C). Move an oven rack to the lowest position.Place salmon fillet, skin-side down, in the middle of a large piece of parchment paper; season with salt and black pepper. Cut two 3-inch slits into fillet with a sharp knife. Stuff chopped basil leaves into the slits. Spray fillet with cooking spray and arrange lemon slices on top.Fold the edges of parchment paper over fillet several times to seal it into an airtight packet. Place sealed packet onto a baking sheet.Bake in the preheated oven on the bottom rack until salmon flakes easily and flesh is pink and opaque with an interior of slightly darker pink color, about 25 minutes. An instant-read thermometer inserted into the thickest part of fillet should read at least 145 degrees F (65 degrees C). To serve, cut open the parchment paper and remove lemon slices before plating.|175 kcal|{'calories': '175 kcal', 'carbohydrateContent': '6 g', 'cholesterolContent': '50 mg', 'fiberContent': '3 g', 'proteinContent': '25 g', 'saturatedFatContent': '1 g', 'sodiumContent': '48 mg', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}|Dinner
Pan-Fried Shrimp|10|4 servings|['8 tablespoons butter, divided', '1 pound peeled and deveined bay shrimp', '1 tablespoon lemon juice, divided', '1 pinch garlic salt, or to taste', 'salt and ground black pepper to taste']|Melt 6 tablespoons butter in a large skillet over high heat. Add shrimp; cook and stir in hot butter until browned, about 2 minutes. Reduce heat to medium-low.Stir in 1 1/2 teaspoons lemon juice, garlic salt, salt, and pepper; cook until heated through, about 1 minute. Remove from heat; stir in remaining 2 tablespoons butter and 1 1/2 teaspoons lemon juice.|292 kcal|{'calories': '292 kcal', 'carbohydrateContent': '0 g', 'cholesterolContent': '234 mg', 'proteinContent': '19 g', 'saturatedFatContent': '15 g', 'sodiumContent': '483 mg', 'sugarContent': '0 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}|Dinner
BBQ Chicken Breasts in the Oven|55|4 servings|['4 whole skin-on, bone-in chicken breasts', "1 cup barbecue sauce (such as Sweet Baby Ray's®)", 'kosher salt and coarsely ground black pepper to taste']|Gather all ingredients.Preheat the oven to 425 degrees F (220 degrees C). Line a baking pan with heavy-duty foil to make cleanup easier.Prepare chicken breasts by cutting off the rib meat if you wish and rinse and pat dry. Leave the skin on. Season chicken with salt and pepper and put in the pan.Bake in the preheated oven until juices start to appear, about 10 minutes. Reduce oven temperature to 375 degrees F (190 degrees C).Remove the pan and generously pour 1/2 of the barbecue sauce over chicken. Continue to bake for 20 minutes. Repeat with remaining barbecue sauce.Cook until no longer pink in the centers and skin is crispy, 15 to 20 minutes more.Serve hot and enjoy!|476 kcal|{'calories': '476 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '163 mg', 'fiberContent': '0 g', 'proteinContent': '58 g', 'saturatedFatContent': '4 g', 'sodiumContent': '937 mg', 'sugarContent': '16 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}|Dinner
Easy Crispy Baked Chicken|60|6 servings|['2 cups crushed saltine crackers', '1 teaspoon seasoned salt', '1 pinch garlic powder, or to taste', '6 skinless, boneless chicken breast halves', '½ cup margarine, melted']|Gather all ingredients and preheat the oven to 425 degrees F (220 degrees C). Grease a large baking dish.Mix together crushed crackers, seasoned salt, and garlic powder in a shallow bowl.Dip chicken breasts into melted margarine, then press into cracker mixture until coated. Arrange chicken in the prepared baking dish.Bake in the preheated oven until chicken breasts are no longer pink in the center and the juices run clear, 45 to 60 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (75 degrees C).Serve and enjoy!|365 kcal|{'calories': '365 kcal', 'carbohydrateContent': '17 g', 'cholesterolContent': '67 mg', 'fiberContent': '1 g', 'proteinContent': '27 g', 'saturatedFatContent': '4 g', 'sodiumContent': '637 mg', 'sugarContent': '0 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}|Dinner,Snack
Cheese Omelette|10|1 serving|['3 large eggs', '1 tablespoon milk, or as needed', 'salt and freshly ground white pepper to taste', '2 tablespoons butter', '¼ cup shredded Emmentaler cheese']|Whisk eggs in a bowl; add milk and season with salt and white pepper. Whisk until egg mixture is foamy, 2 to 3 minutes.Melt butter in a small, nonstick skillet over medium-low heat. Pour in egg mixture and swirl the skillet, so the bottom is evenly covered with egg. Cook until egg starts to set, about 1 minute. Lift edges with a spatula and tilt the skillet so uncooked egg can flow towards the bottom of the skillet to set. Repeat until no visible liquid egg remains.Carefully flip omelette; cook until warmed through, 30 seconds to 1 minute. Sprinkle Emmentaler cheese down the middle of omelette; fold in half. Cook until cheese is melted, about 20 seconds. Slide omelette onto a plate.|509 kcal|{'calories': '509 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '579 mg', 'proteinContent': '26 g', 'saturatedFatContent': '24 g', 'sodiumContent': '638 mg', 'sugarContent': '2 g', 'fatContent': '45 g', 'unsaturatedFatContent': '0 g'}|Breakfast
Pan-Roasted Chicken Breasts|20|4 servings|['4 boneless chicken breast halves with skin', 'salt and freshly ground black pepper to taste', '2 tablespoons olive oil', '1 tablespoon chopped fresh herbs (thyme, parsley, rosemary) (Optional)', '¼ cup apple cider vinegar', '4 tablespoons cold butter, cut into small pieces', '1 tablespoon chicken broth (or water), if needed to thin sauce']|Gather all ingredients.Season chicken on both sides with salt and pepper.Heat olive oil in a heavy skillet over medium-high heat until it starts to shimmer. Place chicken breasts skin-side down in the skillet. Sprinkle with fresh herbs. Cook until the bottoms are well seared and golden brown, 5 to 6 minutes.Flip chicken breasts over and continue cooking until an instant-read thermometer inserted into the center of a breast reads 150 degrees F (66 degrees C), about 5 minutes.Add vinegar and cold butter to the pan with chicken. Shake the pan gently until butter melts and the internal temperature of chicken reads at least 165 degrees F (74 degrees C), 2 to 3 minutes more.Stir in 1 tablespoon chicken broth to thin sauce.|462 kcal|{'calories': '462 kcal', 'carbohydrateContent': '0 g', 'cholesterolContent': '157 mg', 'fiberContent': '0 g', 'proteinContent': '45 g', 'saturatedFatContent': '12 g', 'sodiumContent': '244 mg', 'sugarContent': '0 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}|Dinner
